2:11:07       Daisuke          Uekado               25            Japan
2:09:56       Okubay           Tsege                  32            Eritrea
2:06:23       Amos              Kipruto                 26           Kenya
2:08:46       Zersenay        Tadese                36            Eritrea
2:06:48       Wilson            Kipsang                36           Kenya
2:09:18       Yuki                Sato                    30            Japan
2:01:39       Eliud               Kipchoge              34           Kenya
2:08:16       Shogo             Nakamura            26           Japan
